timestamp,service_name,cpu_percent,memory_percent,api_response_time_ms
2025-05-14 13:00:00,payment-api,66.3,67.6,339.9
2025-05-14 13:00:00,inventory-service,57.4,69.6,223.5
2025-05-14 13:00:00,recommendation-engine,86.4,82.4,441.1
2025-05-14 14:00:00,web-frontend,42.9,65.5,171.9
2025-05-14 14:00:00,payment-api,43.8,63.9,337.4
2025-05-14 14:00:00,inventory-service,51.3,70.0,186.1
2025-05-14 14:00:00,recommendation-engine,74.4,78.9,359.6
2025-05-14 15:00:00,web-frontend,51.9,65.8,187.1
2025-05-14 15:00:00,payment-api,56.2,62.3,363.3
2025-05-14 15:00:00,inventory-service,53.8,67.7,79.5
2025-05-14 15:00:00,recommendation-engine,86.6,80.7,504.0
2025-05-14 16:00:00,web-frontend,50.3,65.4,226.7
2025-05-14 16:00:00,payment-api,55.3,65.7,215.9
2025-05-14 16:00:00,inventory-service,49.2,57.7,178.6
2025-05-14 16:00:00,recommendation-engine,83.6,72.4,342.8
2025-05-14 17:00:00,web-frontend,66.2,66.3,121.2
2025-05-14 17:00:00,payment-api,61.4,74.8,216.4
2025-05-14 17:00:00,inventory-service,64.7,74.0,108.5
2025-05-14 17:00:00,recommendation-engine,95.0,83.0,334.0
2025-05-14 18:00:00,web-frontend,67.0,68.1,169.3
2025-05-14 18:00:00,payment-api,77.1,72.3,361.0
2025-05-14 18:00:00,inventory-service,55.8,76.2,144.9
2025-05-14 18:00:00,recommendation-engine,86.0,86.1,283.1
2025-05-14 19:00:00,web-frontend,58.8,77.6,183.0
2025-05-14 19:00:00,payment-api,69.5,81.5,371.9
2025-05-14 19:00:00,inventory-service,62.2,68.1,138.3
2025-05-14 19:00:00,recommendation-engine,83.5,90.0,372.3
2025-05-14 20:00:00,web-frontend,73.0,73.4,285.4
2025-05-14 20:00:00,payment-api,67.9,71.3,314.2
2025-05-14 20:00:00,inventory-service,52.9,62.5,127.0
2025-05-14 20:00:00,recommendation-engine,90.0,86.8,462.3
2025-05-14 21:00:00,web-frontend,52.8,66.3,295.6
2025-05-14 21:00:00,payment-api,40.5,65.0,312.5
2025-05-14 21:00:00,inventory-service,54.5,63.7,137.3
2025-05-14 21:00:00,recommendation-engine,74.4,77.4,430.2
2025-05-14 22:00:00,web-frontend,39.7,49.2,199.2
2025-05-14 22:00:00,payment-api,37.4,53.5,376.7
2025-05-14 22:00:00,inventory-service,42.0,59.1,145.7
2025-05-14 22:00:00,recommendation-engine,53.3,67.2,435.7
2025-05-14 23:00:00,web-frontend,41.8,52.2,178.2
2025-05-14 23:00:00,payment-api,36.5,55.5,264.1
2025-05-14 23:00:00,inventory-service,38.0,54.6,110.0
2025-05-14 23:00:00,recommendation-engine,56.8,63.7,301.4
2025-05-15 00:00:00,web-frontend,38.6,45.9,150.1
2025-05-15 00:00:00,payment-api,35.1,57.9,308.1
2025-05-15 00:00:00,inventory-service,53.8,52.8,137.6
2025-05-15 00:00:00,recommendation-engine,47.2,59.5,333.0
2025-05-15 01:00:00,web-frontend,42.3,57.1,182.8
2025-05-15 01:00:00,payment-api,37.8,60.1,357.2
2025-05-15 01:00:00,inventory-service,51.4,55.7,68.7
2025-05-15 01:00:00,recommendation-engine,45.7,67.6,278.3
2025-05-15 02:00:00,web-frontend,37.6,41.8,197.9
2025-05-15 02:00:00,payment-api,30.7,60.5,333.1
2025-05-15 02:00:00,inventory-service,41.0,47.8,243.1
2025-05-15 02:00:00,recommendation-engine,58.1,58.4,415.1
2025-05-15 03:00:00,web-frontend,43.2,45.9,157.9
2025-05-15 03:00:00,payment-api,41.9,49.8,251.3
2025-05-15 03:00:00,inventory-service,39.4,52.5,118.8
2025-05-15 03:00:00,recommendation-engine,59.6,67.4,431.3
2025-05-15 04:00:00,web-frontend,42.7,41.3,190.2
2025-05-15 04:00:00,payment-api,30.9,54.4,171.4
2025-05-15 04:00:00,inventory-service,44.3,54.6,132.9
2025-05-15 04:00:00,recommendation-engine,55.9,76.8,290.2
2025-05-15 05:00:00,web-frontend,42.2,50.3,169.8
2025-05-15 05:00:00,payment-api,31.4,40.8,291.6
2025-05-15 05:00:00,inventory-service,41.1,60.6,195.5
2025-05-15 05:00:00,recommendation-engine,46.4,68.0,313.3
2025-05-15 06:00:00,web-frontend,29.4,42.5,175.5
2025-05-15 06:00:00,payment-api,32.8,45.9,266.6
2025-05-15 06:00:00,inventory-service,42.8,51.0,224.1
2025-05-15 06:00:00,recommendation-engine,50.0,69.8,268.4
2025-05-15 07:00:00,web-frontend,43.3,62.8,222.0
2025-05-15 07:00:00,payment-api,45.8,56.9,422.7
2025-05-15 07:00:00,inventory-service,51.7,57.2,58.7
2025-05-15 07:00:00,recommendation-engine,73.5,73.0,424.1
2025-05-15 08:00:00,web-frontend,47.8,66.8,241.4
2025-05-15 08:00:00,payment-api,46.4,67.5,359.1
2025-05-15 08:00:00,inventory-service,56.8,59.4,154.6
2025-05-15 08:00:00,recommendation-engine,79.5,70.6,461.6
2025-05-15 09:00:00,web-frontend,55.7,65.2,208.4
2025-05-15 09:00:00,payment-api,56.4,57.8,227.5
2025-05-15 09:00:00,inventory-service,53.2,60.0,99.4
2025-05-15 09:00:00,recommendation-engine,73.8,71.6,291.0
2025-05-15 10:00:00,web-frontend,56.0,68.6,224.0
2025-05-15 10:00:00,payment-api,51.7,63.5,324.7
2025-05-15 10:00:00,inventory-service,53.7,67.7,80.9
2025-05-15 10:00:00,recommendation-engine,87.7,79.6,540.6
2025-05-15 11:00:00,web-frontend,59.2,63.9,162.6
2025-05-15 11:00:00,payment-api,67.6,67.3,267.5
2025-05-15 11:00:00,inventory-service,58.4,72.9,162.2
2025-05-15 11:00:00,recommendation-engine,91.0,84.9,360.0
2025-05-15 12:00:00,web-frontend,54.9,63.6,176.2
2025-05-15 12:00:00,payment-api,63.7,67.6,403.2
2025-05-15 12:00:00,inventory-service,64.1,67.5,142.7
2025-05-15 12:00:00,recommendation-engine,87.7,86.9,403.2
2025-05-15 13:00:00,web-frontend,59.5,67.9,189.8
2025-05-15 13:00:00,payment-api,59.3,70.9,79.5
2025-05-15 13:00:00,inventory-service,62.0,65.4,150.0
2025-05-15 13:00:00,recommendation-engine,91.7,88.3,530.1
2025-05-15 14:00:00,web-frontend,46.2,59.8,223.9
2025-05-15 14:00:00,payment-api,52.0,64.9,248.6
2025-05-15 14:00:00,inventory-service,57.6,67.7,152.7
2025-05-15 14:00:00,recommendation-engine,79.8,66.0,430.2
2025-05-15 15:00:00,web-frontend,45.6,63.6,211.2
2025-05-15 15:00:00,payment-api,50.1,61.5,188.3
2025-05-15 15:00:00,inventory-service,53.5,59.7,159.7
2025-05-15 15:00:00,recommendation-engine,78.9,78.5,578.9
2025-05-15 16:00:00,web-frontend,49.9,60.8,247.2
2025-05-15 16:00:00,payment-api,58.9,65.5,406.4
2025-05-15 16:00:00,inventory-service,51.5,61.8,118.9
2025-05-15 16:00:00,recommendation-engine,76.5,73.9,430.4
2025-05-15 17:00:00,web-frontend,60.7,77.9,140.5
2025-05-15 17:00:00,payment-api,69.9,65.1,305.2
2025-05-15 17:00:00,inventory-service,59.9,79.1,123.3
2025-05-15 17:00:00,recommendation-engine,89.7,90.0,333.2
2025-05-15 18:00:00,web-frontend,67.2,71.5,208.2
2025-05-15 18:00:00,payment-api,67.8,71.8,283.2
2025-05-15 18:00:00,inventory-service,59.8,70.8,98.9
2025-05-15 18:00:00,recommendation-engine,93.1,84.6,504.5
2025-05-15 19:00:00,web-frontend,73.9,77.0,203.8
2025-05-15 19:00:00,payment-api,55.3,80.0,325.7
2025-05-15 19:00:00,inventory-service,58.7,77.5,150.9
2025-05-15 19:00:00,recommendation-engine,95.0,90.0,285.9
2025-05-15 20:00:00,web-frontend,69.0,79.6,173.6
2025-05-15 20:00:00,payment-api,66.3,73.5,305.4
2025-05-15 20:00:00,inventory-service,62.6,74.3,74.1
2025-05-15 20:00:00,recommendation-engine,95.0,90.0,318.8
2025-05-15 21:00:00,web-frontend,45.2,57.0,273.6
2025-05-15 21:00:00,payment-api,44.2,46.7,399.7
2025-05-15 21:00:00,inventory-service,48.4,50.7,120.9
2025-05-15 21:00:00,recommendation-engine,69.1,71.5,278.5
2025-05-15 22:00:00,web-frontend,42.2,51.4,228.8
2025-05-15 22:00:00,payment-api,34.1,47.9,277.2
2025-05-15 22:00:00,inventory-service,44.6,51.9,154.9
2025-05-15 22:00:00,recommendation-engine,54.3,50.2,348.1
2025-05-15 23:00:00,web-frontend,44.7,51.9,159.8
2025-05-15 23:00:00,payment-api,38.7,47.2,349.1
2025-05-15 23:00:00,inventory-service,41.6,57.6,158.8
2025-05-15 23:00:00,recommendation-engine,57.8,68.7,454.9
2025-05-16 00:00:00,web-frontend,36.0,54.3,201.5
2025-05-16 00:00:00,payment-api,38.8,56.7,309.9
2025-05-16 00:00:00,inventory-service,36.5,51.5,142.9
2025-05-16 00:00:00,recommendation-engine,65.0,63.8,378.9
2025-05-16 01:00:00,web-frontend,37.0,48.9,208.7
2025-05-16 01:00:00,payment-api,34.6,45.1,229.9
2025-05-16 01:00:00,inventory-service,39.3,55.1,181.4
2025-05-16 01:00:00,recommendation-engine,49.2,52.4,581.8
2025-05-16 02:00:00,web-frontend,35.0,58.6,372.5
2025-05-16 02:00:00,payment-api,36.6,48.6,188.8
2025-05-16 02:00:00,inventory-service,36.9,56.2,213.3
2025-05-16 02:00:00,recommendation-engine,50.7,67.3,491.0
2025-05-16 03:00:00,web-frontend,37.0,57.6,237.1
2025-05-16 03:00:00,payment-api,36.3,53.2,331.7
2025-05-16 03:00:00,inventory-service,36.7,62.9,158.8
2025-05-16 03:00:00,recommendation-engine,62.3,55.5,458.5
2025-05-16 04:00:00,web-frontend,35.4,51.5,302.1
2025-05-16 04:00:00,payment-api,26.7,48.9,331.9
2025-05-16 04:00:00,inventory-service,43.4,54.6,193.8
2025-05-16 04:00:00,recommendation-engine,49.6,62.2,256.1
2025-05-16 05:00:00,web-frontend,38.5,45.6,157.0
2025-05-16 05:00:00,payment-api,32.7,41.8,387.7
2025-05-16 05:00:00,inventory-service,46.0,60.3,145.3
2025-05-16 05:00:00,recommendation-engine,58.9,63.3,337.1
2025-05-16 06:00:00,web-frontend,47.0,47.6,229.0
2025-05-16 06:00:00,payment-api,39.0,43.3,341.6
2025-05-16 06:00:00,inventory-service,39.1,51.9,185.6
2025-05-16 06:00:00,recommendation-engine,60.2,65.2,383.2
2025-05-16 07:00:00,web-frontend,52.8,52.2,160.5
2025-05-16 07:00:00,payment-api,41.0,60.0,324.1
2025-05-16 07:00:00,inventory-service,53.9,58.5,89.2
2025-05-16 07:00:00,recommendation-engine,71.1,75.8,489.6
2025-05-16 08:00:00,web-frontend,46.3,69.4,171.2
2025-05-16 08:00:00,payment-api,41.8,59.4,376.2
2025-05-16 08:00:00,inventory-service,39.9,63.6,170.4
2025-05-16 08:00:00,recommendation-engine,76.2,75.8,422.3
2025-05-16 09:00:00,web-frontend,56.7,60.0,214.7
2025-05-16 09:00:00,payment-api,50.4,58.8,439.1
2025-05-16 09:00:00,inventory-service,36.1,71.9,111.2
2025-05-16 09:00:00,recommendation-engine,75.8,66.5,398.3
2025-05-16 10:00:00,web-frontend,55.2,68.8,242.1
2025-05-16 10:00:00,payment-api,50.8,67.9,174.3
2025-05-16 10:00:00,inventory-service,51.5,59.1,98.8
2025-05-16 10:00:00,recommendation-engine,80.2,77.2,421.0
2025-05-16 11:00:00,web-frontend,62.2,69.0,171.3
2025-05-16 11:00:00,payment-api,52.3,69.1,209.3
2025-05-16 11:00:00,inventory-service,51.0,59.4,153.1
2025-05-16 11:00:00,recommendation-engine,85.8,88.0,442.6
2025-05-16 12:00:00,web-frontend,52.3,70.4,209.8
2025-05-16 12:00:00,payment-api,56.5,68.3,384.7
2025-05-16 12:00:00,inventory-service,57.8,68.7,131.5
2025-05-16 12:00:00,recommendation-engine,90.5,76.2,395.1
2025-05-16 13:00:00,web-frontend,64.4,67.0,172.1
2025-05-16 13:00:00,payment-api,62.1,63.9,225.2
2025-05-16 13:00:00,inventory-service,60.0,70.5,146.0
2025-05-16 13:00:00,recommendation-engine,94.0,90.0,179.6
2025-05-16 14:00:00,web-frontend,58.7,57.5,165.9
2025-05-16 14:00:00,payment-api,61.4,52.1,234.0
2025-05-16 14:00:00,inventory-service,57.8,60.3,161.3
2025-05-16 14:00:00,recommendation-engine,81.5,81.6,386.1
2025-05-16 15:00:00,web-frontend,55.7,65.0,98.8
2025-05-16 15:00:00,payment-api,50.8,62.1,320.8
2025-05-16 15:00:00,inventory-service,47.6,64.2,132.7
2025-05-16 15:00:00,recommendation-engine,80.5,76.6,435.0
2025-05-16 16:00:00,web-frontend,59.8,64.6,207.8
2025-05-16 16:00:00,payment-api,49.0,62.1,311.7
2025-05-16 16:00:00,inventory-service,49.0,64.8,176.2
2025-05-16 16:00:00,recommendation-engine,70.9,76.2,440.4
2025-05-16 17:00:00,web-frontend,70.2,74.8,313.1
2025-05-16 17:00:00,payment-api,68.5,80.1,268.5
2025-05-16 17:00:00,inventory-service,57.5,61.6,138.6
2025-05-16 17:00:00,recommendation-engine,89.0,86.9,256.5
2025-05-16 18:00:00,web-frontend,61.3,75.8,184.0
2025-05-16 18:00:00,payment-api,71.6,77.0,302.1
2025-05-16 18:00:00,inventory-service,57.3,79.7,167.3
2025-05-16 18:00:00,recommendation-engine,87.7,90.0,290.2
2025-05-16 19:00:00,web-frontend,60.9,77.0,196.7
2025-05-16 19:00:00,payment-api,64.6,67.5,239.9
2025-05-16 19:00:00,inventory-service,69.6,72.1,133.8
2025-05-16 19:00:00,recommendation-engine,94.1,90.0,342.3
2025-05-16 20:00:00,web-frontend,59.5,75.7,194.2
2025-05-16 20:00:00,payment-api,62.5,72.9,272.9
2025-05-16 20:00:00,inventory-service,61.8,73.7,177.9
2025-05-16 20:00:00,recommendation-engine,91.1,87.0,341.9
2025-05-16 21:00:00,web-frontend,46.1,60.4,266.9
2025-05-16 21:00:00,payment-api,33.4,60.6,244.8
2025-05-16 21:00:00,inventory-service,45.7,64.1,50.0
2025-05-16 21:00:00,recommendation-engine,73.5,70.6,421.8
2025-05-16 22:00:00,web-frontend,38.7,45.4,163.6
2025-05-16 22:00:00,payment-api,40.9,50.9,296.6
2025-05-16 22:00:00,inventory-service,36.1,54.3,149.9
2025-05-16 22:00:00,recommendation-engine,54.9,62.9,203.3
2025-05-16 23:00:00,web-frontend,44.9,47.1,283.9
2025-05-16 23:00:00,payment-api,32.1,47.7,417.7
2025-05-16 23:00:00,inventory-service,39.9,57.1,121.6
2025-05-16 23:00:00,recommendation-engine,59.6,53.8,383.0
2025-05-17 00:00:00,web-frontend,40.6,56.2,204.6
2025-05-17 00:00:00,payment-api,31.8,48.7,339.4
2025-05-17 00:00:00,inventory-service,46.8,54.6,210.0
2025-05-17 00:00:00,recommendation-engine,56.5,67.5,348.2
2025-05-17 01:00:00,web-frontend,41.4,54.4,273.2
2025-05-17 01:00:00,payment-api,41.4,41.9,420.8
2025-05-17 01:00:00,inventory-service,36.7,59.8,109.8
2025-05-17 01:00:00,recommendation-engine,58.1,66.3,340.0
2025-05-17 02:00:00,web-frontend,40.0,54.0,286.0
2025-05-17 02:00:00,payment-api,34.1,52.4,117.1
2025-05-17 02:00:00,inventory-service,45.6,60.4,185.1
2025-05-17 02:00:00,recommendation-engine,61.3,71.7,393.9
2025-05-17 03:00:00,web-frontend,49.9,55.5,219.0
2025-05-17 03:00:00,payment-api,38.2,52.4,155.8
2025-05-17 03:00:00,inventory-service,44.0,52.9,133.5
2025-05-17 03:00:00,recommendation-engine,59.9,67.9,513.7
2025-05-17 04:00:00,web-frontend,36.7,55.3,85.8
2025-05-17 04:00:00,payment-api,34.8,52.2,338.2
2025-05-17 04:00:00,inventory-service,45.3,51.6,121.5
2025-05-17 04:00:00,recommendation-engine,67.1,68.5,471.1
2025-05-17 05:00:00,web-frontend,35.9,56.0,171.8
2025-05-17 05:00:00,payment-api,34.5,56.2,323.1
2025-05-17 05:00:00,inventory-service,42.6,41.0,168.4
2025-05-17 05:00:00,recommendation-engine,60.5,62.3,331.2
2025-05-17 06:00:00,web-frontend,38.0,60.5,265.4
2025-05-17 06:00:00,payment-api,30.8,37.7,285.6
2025-05-17 06:00:00,inventory-service,38.6,49.0,137.6
2025-05-17 06:00:00,recommendation-engine,54.6,73.6,244.0
2025-05-17 07:00:00,web-frontend,53.3,58.1,155.1
2025-05-17 07:00:00,payment-api,47.0,67.6,233.1
2025-05-17 07:00:00,inventory-service,59.8,67.3,155.9
2025-05-17 07:00:00,recommendation-engine,68.9,70.6,394.7
2025-05-17 08:00:00,web-frontend,63.6,66.1,170.4
2025-05-17 08:00:00,payment-api,60.7,67.8,188.9
